name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Himalaya Furglow Oral Coat Conditioner, 200 ml (Pack of 2)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/41FBGwYcB-L._AC_UL320_.jpg,https://www.amazon.in/Himalaya-Furglow-Oral-Coat-Conditioner/dp/B071KYW6W5/ref=sr_1_6148?qid=1679214874&s=pet-supplies&sr=1-6148,4.4,6,₹599,₹620
PAWHUB Bone Shaped Biscuits for Dogs (1Kg),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/512Ap1CgOFL._AC_UL320_.jpg,https://www.amazon.in/PAWHUB-Bone-Shaped-Biscuits-Dogs/dp/B09RPYCLWS/ref=sr_1_6149?qid=1679214874&s=pet-supplies&sr=1-6149,,,₹176,₹399
Jerhigh Wet food for Dogs Chicken and Vegetable in Gravy 120 g (Pack of Four),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61MtHD9yhpL._AC_UL320_.jpg,https://www.amazon.in/Jerhigh-Chicken-Vegetable-Gravy-Pack/dp/B00YGVTJCY/ref=sr_1_6150?qid=1679214874&s=pet-supplies&sr=1-6150,4.4,170,₹265,₹280
PSK PET MART Bathing and Grooming Hand Brush with Rubber Bristles for Dogs and Cats - 1 Piece,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61e2c5xfZ-S._AC_UL320_.jpg,https://www.amazon.in/PSK-PET-MART-Grooming-Bristles/dp/B09FQ73SM3/ref=sr_1_6151?qid=1679214874&s=pet-supplies&sr=1-6151,4.5,2,₹179,₹299
"Goodies Dog Energy Treats, Made of Vegetable Protein, 98% Digestible, Healthy Snack & Training Treat, Best for Dog with Me...",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61zn9Zmy1XL._AC_UL320_.jpg,https://www.amazon.in/Goodies-Vegetable-Protein-Digestible-Training/dp/B08RDP4RM4/ref=sr_1_6152?qid=1679214874&s=pet-supplies&sr=1-6152,5.0,3,"₹1,045","₹1,150"
FURRY TAILS VETINA ALLERGIA 30 Tablets for Dogs (Pack of 1),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/41fVbK23AjL._AC_UL320_.jpg,https://www.amazon.in/FURRY-TAILS-VETINA-ALLERGIA-Tablets/dp/B0BNLV227H/ref=sr_1_6153?qid=1679214874&s=pet-supplies&sr=1-6153,,,₹335,₹350
NUEVOS DOGGADIL Cotton Canvas Color Blocked Rectangle Pet Bed Mattress | Washable Padded Pet Bed| Light Weighted Dog Flat ...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/814TJiw6SXL._AC_UL320_.jpg,https://www.amazon.in/Cotton-Canvas-Extra-Soft-Mattress/dp/B09KNLFR6V/ref=sr_1_6154?qid=1679214874&s=pet-supplies&sr=1-6154,4.1,23,₹649,"₹1,599"
Eagle Pets Neck Nylon Collar Fully Adjustable Stylish Design Small to Medium Size Dog (Blue),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51pB29EUoXL._AC_UL320_.jpg,https://www.amazon.in/Eagle-Pets-Collar-Adjustable-Stylish/dp/B08QD869MM/ref=sr_1_6155?qid=1679214874&s=pet-supplies&sr=1-6155,4.0,52,₹149,₹399
Vetoquinol Merical & Nutrisam Briskit Supplement For Dogs And Cats - 100 Briskits ( 1 Pack Of Both),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/81U1Kf6s7xL._AC_UL320_.jpg,https://www.amazon.in/Vetoquinol-Merical-Nutrisam-Briskit-Supplement/dp/B073ZMHCTX/ref=sr_1_6156?qid=1679214874&s=pet-supplies&sr=1-6156,3.7,28,₹685,₹830
"Outward Hound Hide N' Slide Treat Dispensing Brain & Exercise Game For Dogs By Nina Ottosson, Wood",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/81f0nZ921HL._AC_UL320_.jpg,https://www.amazon.in/Nina-Ottosson-Outward-Hound-Puzzle/dp/B0719Q89XH/ref=sr_1_6157?qid=1679214874&s=pet-supplies&sr=1-6157,4.4,"2,381","₹1,749","₹2,325"
"3Keys Brass Heavy Duty Diamond Cut Gold Dog Chain Training Dog Collar for Cats, Puppies and Small Breed Dogs (Small)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61hxnSzF3CL._AC_UL320_.jpg,https://www.amazon.in/3KeysTM-Diamond-Training-Collar-Inches/dp/B07VXGBM23/ref=sr_1_6158?qid=1679214874&s=pet-supplies&sr=1-6158,4.0,183,₹899,"₹2,799"
"MUNCHOS Dog Biscuits, Chicken Flavor, 500gm Jar",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/613Xtxh2ywL._AC_UL320_.jpg,https://www.amazon.in/Pet-Munchos-Adult-Biscuits-Chicken/dp/B07KG85YYZ/ref=sr_1_6159?qid=1679214874&s=pet-supplies&sr=1-6159,3.7,10,,₹150
